,text,ipa,syllables,stress,audio_files,audio_urls
471,طالما,ˈtˤɑː.la.ma,3,1,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-طالما.wav,https://upload.wikimedia.org/wikipedia/commons/e/e0/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%B7%D8%A7%D9%84%D9%85%D8%A7.wav
360,عصارة,ʕɑsˤˈsˤɑː.rˤɑ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-عصّارة.wav,https://upload.wikimedia.org/wikipedia/commons/c/cb/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B9%D8%B5%D9%91%D8%A7%D8%B1%D8%A9.wav
21,الخليل,ɪl.xaˈliːl,3,3,LL-Q55633582 (ajp)-Khalil.rantissi-الخليل.wav,https://upload.wikimedia.org/wikipedia/commons/f/f1/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D9%84.wav
60,إسبانيا,ʔɪsˈbɑːn.ja,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-إسبانيا.wav,https://upload.wikimedia.org/wikipedia/commons/c/cd/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A5%D8%B3%D8%A8%D8%A7%D9%86%D9%8A%D8%A7.wav
131,انتشر,ɪnˈta.ʃar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انتَشَر.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AA%D9%8E%D8%B4%D9%8E%D8%B1.wav
503,مشكلة,ˈmuʃ.kɪ.le,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مشكلة.wav,https://upload.wikimedia.org/wikipedia/commons/2/2c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B4%D9%83%D9%84%D8%A9.wav
428,هوية,haˈwij.je,3,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-هوية.wav,https://upload.wikimedia.org/wikipedia/commons/2/2e/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D9%87%D9%88%D9%8A%D8%A9.wav
47,معلومات,maʕ.luːˈmæːt,3,3,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-معلومات.wav,https://upload.wikimedia.org/wikipedia/commons/6/64/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA.wav
418,موظف,muˈwɑzˤ.zˤɑf,3,2,LL-Q55633582 (ajp)-Mohammad-LPA-موظّف.wav,https://upload.wikimedia.org/wikipedia/commons/6/65/LL-Q55633582_%28ajp%29-Mohammad-LPA-%D9%85%D9%88%D8%B8%D9%91%D9%81.wav
439,اشترك,ɪʃˈta.rak,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اشتَرَك.wav,https://upload.wikimedia.org/wikipedia/commons/9/9d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B4%D8%AA%D9%8E%D8%B1%D9%8E%D9%83.wav
30,تلاتين,ta.laˈtiːn,3,3,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-30.wav,https://upload.wikimedia.org/wikipedia/commons/3/3d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-30.wav
78,اختلف,ɪxˈta.laf,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اختَلَف.wav,https://upload.wikimedia.org/wikipedia/commons/e/ed/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%AE%D8%AA%D9%8E%D9%84%D9%8E%D9%81.wav
221,تخيل,ɪtˈxaj.jal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تخَيَّل.wav,https://upload.wikimedia.org/wikipedia/commons/6/6d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AE%D9%8E%D9%8A%D9%8E%D9%91%D9%84.wav
436,أولا,ˈʔaw.wa.lan,3,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-أوّلًا.wav,https://upload.wikimedia.org/wikipedia/commons/a/a2/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A3%D9%88%D9%91%D9%84%D9%8B%D8%A7.wav
125,امتنع,ɪmˈta.naʕ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-امتَنَع.wav,https://upload.wikimedia.org/wikipedia/commons/6/6a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%85%D8%AA%D9%8E%D9%86%D9%8E%D8%B9.wav
268,تفضل,ɪtˈfɑdˤ.dˤɑl,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تفَضَّل.wav,https://upload.wikimedia.org/wikipedia/commons/4/44/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%81%D9%8E%D8%B6%D9%8E%D9%91%D9%84.wav
462,سكني,ˈsa.ka.ni,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-سكني.wav,https://upload.wikimedia.org/wikipedia/commons/9/91/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B3%D9%83%D9%86%D9%8A.wav
121,الجمعة,ɪʒˈʒʊm.ʕa,3,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-Friday.wav,https://upload.wikimedia.org/wikipedia/commons/7/7f/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-Friday.wav
498,مدرسة,ˈmad.ra.se,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مدرسة.wav,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%AF%D8%B1%D8%B3%D8%A9.wav
137,انحبس,ɪnˈħa.bas,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انحَبَس.wav,https://upload.wikimedia.org/wikipedia/commons/4/4d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AD%D9%8E%D8%A8%D9%8E%D8%B3.wav
482,عنصري,ˈʕʊn.sˤʊ.ri,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-عنصري.wav,https://upload.wikimedia.org/wikipedia/commons/c/cb/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B9%D9%86%D8%B5%D8%B1%D9%8A.wav
288,تنازل,ɪtˈnæː.zal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تنازَل.wav,https://upload.wikimedia.org/wikipedia/commons/6/67/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%86%D8%A7%D8%B2%D9%8E%D9%84.wav
445,بينما,ˈbej.na.ma,3,1,LL-Q55633582 (ajp)-Khalil.rantissi-بينما.wav,https://upload.wikimedia.org/wikipedia/commons/0/04/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8A%D9%86%D9%85%D8%A7.wav
138,انحرج,ɪnˈħa.raʒ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انحَرَج.wav,https://upload.wikimedia.org/wikipedia/commons/d/db/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AD%D9%8E%D8%B1%D9%8E%D8%AC.wav
446,تذكرة,ˈtaz.kɑ.rˤɑ,3,1,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-تزكرة.wav,https://upload.wikimedia.org/wikipedia/commons/4/41/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D8%AA%D8%B2%D9%83%D8%B1%D8%A9.wav
229,تركيا,tʊrˈkij.ja,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-تركيا.wav,https://upload.wikimedia.org/wikipedia/commons/d/dc/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AA%D8%B1%D9%83%D9%8A%D8%A7.wav
63,إنكليزي,ʔɪnˈɡliː.zi,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-إنجليزيّ.wav,https://upload.wikimedia.org/wikipedia/commons/1/12/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D9%91.wav
315,حوالي,ħaˈwæː.li,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-حوالي.wav,https://upload.wikimedia.org/wikipedia/commons/8/8c/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AD%D9%88%D8%A7%D9%84%D9%8A.wav
192,تتاوب,(ɪ)tˈtæː.wab,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-تتاوَب.wav,https://upload.wikimedia.org/wikipedia/commons/6/61/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AA%D8%AA%D8%A7%D9%88%D9%8E%D8%A8.wav
198,تحارب,ɪtˈħæː.rab,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تحارَب.wav,https://upload.wikimedia.org/wikipedia/commons/e/e7/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AD%D8%A7%D8%B1%D9%8E%D8%A8.wav
381,كندرجي,kʊnˈdɑrˤ.ʒi,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-كندرجي.wav,https://upload.wikimedia.org/wikipedia/commons/c/cd/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%83%D9%86%D8%AF%D8%B1%D8%AC%D9%8A.wav
216,تخلف,ɪtˈxal.laf,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تخَلَّف.wav,https://upload.wikimedia.org/wikipedia/commons/d/d5/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AE%D9%8E%D9%84%D9%8E%D9%91%D9%81.wav
105,اعتقل,ɪʕˈta.qal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اعتَقَل.wav,https://upload.wikimedia.org/wikipedia/commons/f/fa/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B9%D8%AA%D9%8E%D9%82%D9%8E%D9%84.wav
496,محرمة,ˈmaħ.ra.me,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-محرمة.wav,https://upload.wikimedia.org/wikipedia/commons/6/66/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%AD%D8%B1%D9%85%D8%A9.wav
133,انتفخ,ɪnˈta.fax,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انتَفَخ.wav,https://upload.wikimedia.org/wikipedia/commons/c/c5/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AA%D9%8E%D9%81%D9%8E%D8%AE.wav
111,اقترح,ɪqˈtˤɑ.rˤɑħ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اقتَرَح.wav,https://upload.wikimedia.org/wikipedia/commons/d/d2/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%82%D8%AA%D9%8E%D8%B1%D9%8E%D8%AD.wav
466,شجرة,ˈʃa.ʒɑ.rˤɑ,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-شجرة.wav,https://upload.wikimedia.org/wikipedia/commons/d/de/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B4%D8%AC%D8%B1%D8%A9.wav
64,إيرلندا,ʔɪrˈlan.da,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-إيرلندا.wav,https://upload.wikimedia.org/wikipedia/commons/c/cb/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A5%D9%8A%D8%B1%D9%84%D9%86%D8%AF%D8%A7.wav
22,الخميس,ɪl.xaˈmiːs,3,3,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-Thursday.wav,https://upload.wikimedia.org/wikipedia/commons/e/ea/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-Thursday.wav
141,اندمج,ɪnˈda.maʒ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اندمَج.wav,https://upload.wikimedia.org/wikipedia/commons/e/ef/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AF%D9%85%D9%8E%D8%AC.wav
233,تسرع,ɪtˈsar.raʕ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تسَرَّع.wav,https://upload.wikimedia.org/wikipedia/commons/6/61/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%B3%D9%8E%D8%B1%D9%8E%D9%91%D8%B9.wav
114,الإتنين,ɪlˈʔɪt.neːn,3,2,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-Monday.wav,https://upload.wikimedia.org/wikipedia/commons/5/55/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-Monday.wav
294,تنورة,tɑnˈnuː.rˤɑ,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تنّورة.wav,https://upload.wikimedia.org/wikipedia/commons/3/37/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%86%D9%91%D9%88%D8%B1%D8%A9.wav
242,تصور,ɪtˈsˤɑw.wɑrˤ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تصَوَّر.wav,https://upload.wikimedia.org/wikipedia/commons/b/ba/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%B5%D9%8E%D9%88%D9%8E%D9%91%D8%B1.wav
405,مستنقع,mʊsˈtan.qaʕ,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مستنقع.wav,https://upload.wikimedia.org/wikipedia/commons/c/c7/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B3%D8%AA%D9%86%D9%82%D8%B9.wav
263,تغطى,(ɪ)tˈɣɑtˤ.tˤɑ,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-تغَطّى.wav,https://upload.wikimedia.org/wikipedia/commons/a/a7/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AA%D8%BA%D9%8E%D8%B7%D9%91%D9%89.wav
267,تفرج,ɪtˈfar.raʒ,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تفَرَّج.wav,https://upload.wikimedia.org/wikipedia/commons/b/b3/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%81%D9%8E%D8%B1%D9%8E%D9%91%D8%AC.wav
41,فلسطين,fɑ.lɑsˤˈtˤiːn,3,3,LL-Q55633582 (ajp)-Khalil.rantissi-فلسطين.wav,https://upload.wikimedia.org/wikipedia/commons/6/6d/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86.wav
485,فوضوي,ˈfɑw.dˤɑ.wi,3,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَوضَويّ.wav,https://upload.wikimedia.org/wikipedia/commons/d/d3/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%88%D8%B6%D9%8E%D9%88%D9%8A%D9%91.wav
0,أباجور,ʔa.baˈʒoːr,3,3,LL-Q55633582 (ajp)-Khalil.rantissi-أباجور.wav,https://upload.wikimedia.org/wikipedia/commons/1/1a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D8%A8%D8%A7%D8%AC%D9%88%D8%B1.wav
11,استفاد,ɪs.taˈfæːd,3,3,LL-Q55633582 (ajp)-Khalil.rantissi-استَفاد.wav,https://upload.wikimedia.org/wikipedia/commons/8/88/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B3%D8%AA%D9%8E%D9%81%D8%A7%D8%AF.wav
475,طيارة,tˤɑj.jɑː.rˤɑ,3,1,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-طيّارة.wav,https://upload.wikimedia.org/wikipedia/commons/9/9a/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D8%B7%D9%8A%D9%91%D8%A7%D8%B1%D8%A9.wav
363,عمارة,ʕaˈmɑː.rɑ,3,2,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-عمارة.wav,https://upload.wikimedia.org/wikipedia/commons/c/c8/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D8%B9%D9%85%D8%A7%D8%B1%D8%A9.wav
478,عشرة,ˈʕa.ʃa.rˤɑ,3,1,LL-Q55633582 (ajp)-AseelF (AdrianAbdulBaha)-10.wav,https://upload.wikimedia.org/wikipedia/commons/6/6d/LL-Q55633582_%28ajp%29-AseelF_%28AdrianAbdulBaha%29-10.wav
356,عالآخر,ʕalˈʔæː.kɪr,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-عالآخر.wav,https://upload.wikimedia.org/wikipedia/commons/f/f8/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%B9%D8%A7%D9%84%D8%A2%D8%AE%D8%B1.wav
276,تقريبا,taʔˈriː.ban,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-تقريبا.wav,https://upload.wikimedia.org/wikipedia/commons/3/35/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AA%D9%82%D8%B1%D9%8A%D8%A8%D8%A7.wav
218,تخوت,ɪtˈxaw.wat,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تخَوَّت.wav,https://upload.wikimedia.org/wikipedia/commons/5/5e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AE%D9%8E%D9%88%D9%8E%D9%91%D8%AA.wav
365,غسالة,ɣasˈsæː.le,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-غسّالة.wav,https://upload.wikimedia.org/wikipedia/commons/b/b5/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%BA%D8%B3%D9%91%D8%A7%D9%84%D8%A9.wav
140,انحكى,ɪnˈħa.ka,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انحَكى.wav,https://upload.wikimedia.org/wikipedia/commons/0/03/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AD%D9%8E%D9%83%D9%89.wav
204,تحشر,(ɪ)tˈħaʃ.ʃɑrˤ,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تحَشَّر.wav,https://upload.wikimedia.org/wikipedia/commons/e/ec/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%AD%D9%8E%D8%B4%D9%8E%D9%91%D8%B1.wav
488,كلية,ˈkʊl.lij.je,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-كلية.wav,https://upload.wikimedia.org/wikipedia/commons/f/f1/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%83%D9%84%D9%8A%D8%A9.wav
450,جوارير,ʒa.wa.riːr,3,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-جوارير.wav,https://upload.wikimedia.org/wikipedia/commons/b/b2/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AC%D9%88%D8%A7%D8%B1%D9%8A%D8%B1.wav
413,منافع,maˈnæː.fɪʕ,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-منافع.wav,https://upload.wikimedia.org/wikipedia/commons/1/14/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D9%86%D8%A7%D9%81%D8%B9.wav
407,مسلسل,mʊˈsal.sal,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مسلسل.wav,https://upload.wikimedia.org/wikipedia/commons/9/9d/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B3%D9%84%D8%B3%D9%84.wav
7,استراح,ɪs.taˈrˤɑːħ,3,3,LL-Q55633582 (ajp)-Khalil.rantissi-استَراح.wav,https://upload.wikimedia.org/wikipedia/commons/1/1c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%B3%D8%AA%D9%8E%D8%B1%D8%A7%D8%AD.wav
432,يهودي,jaˈhuː.di,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-يَهوديّ.wav,https://upload.wikimedia.org/wikipedia/commons/9/93/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%8A%D9%8E%D9%87%D9%88%D8%AF%D9%8A%D9%91.wav
135,انتمى,inˈta.ma,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انتَمى.wav,https://upload.wikimedia.org/wikipedia/commons/4/49/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AA%D9%8E%D9%85%D9%89.wav
290,تنصت,ɪtˈnɑsˤ.sˤɑt,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تنَصَّت.wav,https://upload.wikimedia.org/wikipedia/commons/1/14/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%86%D9%8E%D8%B5%D9%8E%D9%91%D8%AA.wav
421,نصاني,nʊsˤˈsˤɑː.ni,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-نصّاني.wav,https://upload.wikimedia.org/wikipedia/commons/8/81/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%86%D8%B5%D9%91%D8%A7%D9%86%D9%8A.wav
467,شركسي,ˈʃar.ka.si,3,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-شركسي.wav,https://upload.wikimedia.org/wikipedia/commons/9/91/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%B4%D8%B1%D9%83%D8%B3%D9%8A.wav
108,افتخر,ɪfˈta.xar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-افتَخَر.wav,https://upload.wikimedia.org/wikipedia/commons/3/30/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%81%D8%AA%D9%8E%D8%AE%D9%8E%D8%B1.wav
274,تقبل,ɪtˈʔab.bal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تقَبَّل.wav,https://upload.wikimedia.org/wikipedia/commons/b/bb/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%82%D9%8E%D8%A8%D9%8E%D9%91%D9%84.wav
149,انصدم,(ɪ)nˈsˤɑ.dˤɑm,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-انصَدَم.wav,https://upload.wikimedia.org/wikipedia/commons/7/76/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A7%D9%86%D8%B5%D9%8E%D8%AF%D9%8E%D9%85.wav
33,تلفون,ta.laˈfoːn,3,3,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تلفون.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%84%D9%81%D9%88%D9%86.wav
457,دائرة,ˈdæː.ʔi.rˤɑ,3,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-دائرة.wav,https://upload.wikimedia.org/wikipedia/commons/b/b9/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AF%D8%A7%D8%A6%D8%B1%D8%A9.wav
25,باتنجان,be.tinˈʒæːn,3,3,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-باتنجان.wav,https://upload.wikimedia.org/wikipedia/commons/d/dc/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%A8%D8%A7%D8%AA%D9%86%D8%AC%D8%A7%D9%86.wav
112,اكتشف,ɪkˈta.ʃaf,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-اكتَشَف.wav,https://upload.wikimedia.org/wikipedia/commons/9/9e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%83%D8%AA%D9%8E%D8%B4%D9%8E%D9%81.wav
220,تخيب,(ɪ)tˈxaj.jab,3,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-تخَيَّب.wav,https://upload.wikimedia.org/wikipedia/commons/5/58/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AA%D8%AE%D9%8E%D9%8A%D9%8E%D9%91%D8%A8.wav
212,تخجل,ɪtˈxaʒ.ʒal,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تخَجَّل.wav,https://upload.wikimedia.org/wikipedia/commons/c/cc/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%AE%D9%8E%D8%AC%D9%8E%D9%91%D9%84.wav
129,انتحر,ɪnˈta.ħar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-انتَحَر.wav,https://upload.wikimedia.org/wikipedia/commons/4/4f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AA%D9%8E%D8%AD%D9%8E%D8%B1.wav
4,احتياط,ɪħ.tˤɪˈjɑːtˤ,3,3,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-احتياط.wav,https://upload.wikimedia.org/wikipedia/commons/e/e1/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%B7.wav
380,كمنجة,kaˈman.ʒa,3,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-كمنجة.wav,https://upload.wikimedia.org/wikipedia/commons/8/80/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%83%D9%85%D9%86%D8%AC%D8%A9.wav
166,بالعادة,bɪlˈʕæː.de,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-بالعادة.wav,https://upload.wikimedia.org/wikipedia/commons/4/46/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D8%A7%D9%84%D8%B9%D8%A7%D8%AF%D8%A9.wav
179,بندورة,banˈdoː.rˤɑ,3,2,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-بندورة.wav,https://upload.wikimedia.org/wikipedia/commons/0/06/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AF%D9%88%D8%B1%D8%A9.wav
261,تغدى,ɪtˈɣad.da,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تغَدّى.wav,https://upload.wikimedia.org/wikipedia/commons/4/47/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D8%BA%D9%8E%D8%AF%D9%91%D9%89.wav
292,تنكر,ɪtˈnak.kar,3,2,LL-Q55633582 (ajp)-Khalil.rantissi-تنَكَّر.wav,https://upload.wikimedia.org/wikipedia/commons/e/e0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%86%D9%8E%D9%83%D9%8E%D9%91%D8%B1.wav
477,عربي,ˈʕɑ.rˤɑ.bi,3,1,LL-Q55633582 (ajp)-Khalil.rantissi-عَرَبيّ.wav,https://upload.wikimedia.org/wikipedia/commons/9/94/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B9%D9%8E%D8%B1%D9%8E%D8%A8%D9%8A%D9%91.wav
