fileName,name,duration,F1,F2,F3
file208.TextGrid,3,0.410,496,1509,2944
file208.TextGrid,,0.175,1038,1794,3700
file209.TextGrid,,0.230,1152,2326,3263
file209.TextGrid,1,0.320,511,1956,2970
file209.TextGrid,2,0.100,834,1401,3095
file209.TextGrid,3,0.370,660,1049,3021
file209.TextGrid,,0.204,336,1069,2994
file21.TextGrid,,0.270,784,1868,3001
file21.TextGrid,1,0.180,535,1468,2836
file21.TextGrid,2,0.090,564,1706,2519
file21.TextGrid,3,0.370,602,1172,2881
file21.TextGrid,,0.312,698,1525,2668
file210.TextGrid,,0.280,473,1453,2569
file210.TextGrid,1,0.200,898,2102,2999
file210.TextGrid,2,0.330,803,2551,3373
file210.TextGrid,3,0.370,439,1983,2681
file210.TextGrid,,0.135,415,1436,2787
file211.TextGrid,,0.140,750,1765,2800
file211.TextGrid,1,0.100,693,1910,2698
file211.TextGrid,2,0.250,813,1604,3211
file211.TextGrid,3,0.320,657,1419,3173
file211.TextGrid,,0.226,621,1617,2659
file212.TextGrid,,0.210,568,1713,2800
file212.TextGrid,1,0.240,891,1880,2996
file212.TextGrid,2,0.220,456,1383,2718
file212.TextGrid,3,0.470,425,1748,2488
file212.TextGrid,,0.175,434,1384,2391
file213.TextGrid,,0.270,1029,1985,3153
file213.TextGrid,1,0.150,835,1303,2587
file213.TextGrid,2,0.160,704,1599,3375
file213.TextGrid,3,0.430,326,1859,2931
file213.TextGrid,,0.119,276,1796,2802
file214.TextGrid,,0.280,905,1981,3132
file214.TextGrid,1,0.180,509,1378,2786
file214.TextGrid,2,0.210,572,1142,2872
file214.TextGrid,3,0.360,572,1125,2815
file214.TextGrid,,0.194,607,1243,2817
file215.TextGrid,,0.150,841,2121,3154
file215.TextGrid,1,0.200,517,1612,2886
file215.TextGrid,2,0.150,619,1388,2482
file215.TextGrid,3,0.190,628,1853,2800
file215.TextGrid,,0.253,843,1674,2986
file216.TextGrid,,0.230,1082,2006,3318
file216.TextGrid,1,0.240,380,2317,2878
file216.TextGrid,2,0.610,681,1871,3151
file216.TextGrid,3,0.290,678,1540,2734
file216.TextGrid,,0.281,856,1760,3085
file217.TextGrid,,0.250,654,1689,2652
file217.TextGrid,1,0.080,610,1568,3358
file217.TextGrid,2,0.140,478,1490,2856
file217.TextGrid,3,0.440,377,1969,2935
file217.TextGrid,,0.219,702,1634,2669
file218.TextGrid,,0.180,714,1845,2990
file218.TextGrid,1,0.140,748,1612,2918
file218.TextGrid,2,0.370,484,1582,2778
file218.TextGrid,3,0.280,739,1861,2826
file218.TextGrid,,0.252,1033,1873,2777
file219.TextGrid,,0.280,895,2006,3087
file219.TextGrid,1,0.310,832,2520,3362
file219.TextGrid,2,0.190,797,1947,3025
file219.TextGrid,3,0.580,567,1930,3286
file219.TextGrid,,0.376,736,1635,2966
file22.TextGrid,,0.260,1478,2050,5374
file22.TextGrid,1,0.280,577,2375,2883
file22.TextGrid,2,0.390,1120,2165,2952
file22.TextGrid,3,0.490,598,1613,2934
file22.TextGrid,,0.231,1167,1845,4159
file220.TextGrid,,0.290,520,1487,2773
file220.TextGrid,1,0.180,438,1468,2959
file220.TextGrid,2,0.150,422,1322,2777
file220.TextGrid,3,0.520,345,1838,2457
file220.TextGrid,,0.175,604,1820,2959
file221.TextGrid,,0.210,1435,2318,5216
file221.TextGrid,1,0.360,1200,2299,3193
file221.TextGrid,2,0.150,825,1510,2838
file221.TextGrid,3,0.410,618,1274,2880
file221.TextGrid,,0.179,985,1970,3278
file222.TextGrid,,0.140,949,2074,3055
file222.TextGrid,1,0.430,459,1551,2510
file222.TextGrid,2,0.340,569,1746,2783
file222.TextGrid,3,0.440,1194,2274,2967
file222.TextGrid,,0.215,871,1798,2869
file223.TextGrid,,0.180,855,1899,3078
file223.TextGrid,1,0.170,439,1080,2851
file223.TextGrid,2,0.430,729,1852,2617
file223.TextGrid,3,0.220,593,1339,2382
file223.TextGrid,,0.309,967,1943,3209
file224.TextGrid,,0.270,716,1696,2900
file224.TextGrid,1,0.160,1213,2538,3565
file224.TextGrid,2,0.230,659,2221,3094
file224.TextGrid,3,0.660,446,1262,2887
file224.TextGrid,,0.087,597,1900,3074
file225.TextGrid,,0.290,1097,2010,2989
file225.TextGrid,1,0.220,703,2302,2864
file225.TextGrid,2,0.460,810,1497,2732
file225.TextGrid,3,0.280,734,1425,2741
file225.TextGrid,,0.315,985,1850,3096
file226.TextGrid,,0.280,1491,2401,5320
file226.TextGrid,1,0.240,495,2268,2811
file226.TextGrid,2,0.570,1259,2099,3001
file226.TextGrid,3,0.450,579,1668,2991
file226.TextGrid,,0.196,1075,2061,3102
file227.TextGrid,,0.530,1064,2256,3896
file227.TextGrid,1,0.040,665,1106,3010
file227.TextGrid,2,0.300,512,1867,2877
file227.TextGrid,3,0.290,545,1777,2847
file227.TextGrid,,0.235,1068,2245,3415
file228.TextGrid,,0.300,431,1487,2783
file228.TextGrid,1,0.210,382,1169,2665
file228.TextGrid,2,0.690,447,1650,2755
file228.TextGrid,3,0.080,429,1554,2932
file228.TextGrid,,0.035,497,1253,2839
file229.TextGrid,,0.270,1142,2305,3437
file229.TextGrid,1,0.120,483,1600,2756
file229.TextGrid,2,0.470,377,2033,2739
file229.TextGrid,3,0.180,247,1845,2815
file229.TextGrid,,0.099,341,1878,2914
file23.TextGrid,,0.160,578,1709,2955
file23.TextGrid,1,0.170,1016,1917,2738
file23.TextGrid,2,0.090,517,1407,2796
file23.TextGrid,3,0.440,596,1224,2794
file23.TextGrid,,0.176,576,1507,2608
file230.TextGrid,,0.240,508,1743,2709
file230.TextGrid,1,0.180,319,2419,2706
file230.TextGrid,2,0.280,581,2215,2850
file230.TextGrid,3,0.350,457,2114,2621
file230.TextGrid,,0.259,667,1756,2927
file231.TextGrid,,0.300,826,2016,2650
file231.TextGrid,1,0.130,520,1200,2830
file231.TextGrid,2,0.180,349,878,2768
file231.TextGrid,3,0.420,538,996,2878
file231.TextGrid,,0.192,707,1493,2766
file232.TextGrid,,0.340,828,1907,2983
file232.TextGrid,1,0.140,900,1894,3256
file232.TextGrid,2,0.140,524,1794,3194
file232.TextGrid,3,0.390,740,1235,2796
file232.TextGrid,,0.305,838,1569,2981
file233.TextGrid,,0.230,957,1928,3054
file233.TextGrid,1,0.210,774,2187,2895
file233.TextGrid,2,0.310,836,1529,2977
file233.TextGrid,3,0.630,1152,2334,3699
file233.TextGrid,,0.100,772,1789,2817
file234.TextGrid,,0.300,1444,2142,5088
file234.TextGrid,1,0.250,458,2321,2950
file234.TextGrid,2,0.470,1035,2078,3032
file234.TextGrid,3,0.300,700,1674,2800
file234.TextGrid,,0.245,1162,2124,3307
file235.TextGrid,,0.230,1115,2129,3264
file235.TextGrid,1,0.210,464,2211,2978
file235.TextGrid,2,0.410,822,1372,3071
file235.TextGrid,3,0.330,461,1339,2851
file235.TextGrid,,0.215,1093,2126,3885
file236.TextGrid,,0.220,731,1807,2909
file236.TextGrid,1,0.160,512,2020,3102
file236.TextGrid,2,0.240,966,1896,3041
file236.TextGrid,3,0.230,780,1718,2833
file236.TextGrid,,0.289,1040,2042,3080
file237.TextGrid,,0.270,672,1703,2727
file237.TextGrid,1,0.130,450,1659,3026
file237.TextGrid,2,0.250,735,1726,2599
file237.TextGrid,3,0.470,484,1261,2637
file237.TextGrid,,0.102,634,1608,2661
file238.TextGrid,,0.180,833,1994,3252
file238.TextGrid,1,0.170,1036,2152,3390
file238.TextGrid,2,0.230,376,1869,3040
file238.TextGrid,3,0.230,439,2139,2858
file238.TextGrid,,0.226,822,1915,3019
file239.TextGrid,,0.210,1451,2389,5146
file239.TextGrid,1,0.250,580,2355,2959
file239.TextGrid,2,0.140,671,1954,2825
file239.TextGrid,3,0.740,543,1633,2693
file239.TextGrid,,0.225,946,1855,3007
file24.TextGrid,,0.270,1241,2217,3733
file24.TextGrid,1,0.370,842,2022,2635
file24.TextGrid,2,0.200,723,1732,2663
file24.TextGrid,3,0.530,619,1585,2543
file24.TextGrid,,0.195,992,1915,2977
file240.TextGrid,,0.210,1103,2088,3271
file240.TextGrid,1,0.170,626,1601,2885
file240.TextGrid,2,0.130,381,1668,2796
file240.TextGrid,3,0.430,448,1879,2614
file240.TextGrid,,0.284,399,1799,2891
file241.TextGrid,,0.250,1481,2406,5361
file241.TextGrid,1,0.350,1293,2378,3369
file241.TextGrid,2,0.260,925,1717,2588
file241.TextGrid,3,0.510,703,1901,3027
file241.TextGrid,,0.195,1042,1907,3089
file242.TextGrid,,0.230,691,1731,2694
file242.TextGrid,1,0.150,468,1567,3186
file242.TextGrid,2,0.150,888,1885,3474
file242.TextGrid,3,0.350,504,1040,3063
file242.TextGrid,,0.249,641,1815,2811
file243.TextGrid,,0.240,1074,2118,3051
file243.TextGrid,1,0.370,952,1839,2573
file243.TextGrid,2,0.150,881,1576,2793
file243.TextGrid,3,0.420,795,1603,3099
file243.TextGrid,,0.215,886,1715,3050
file244.TextGrid,,0.250,962,1754,2854
file244.TextGrid,1,0.150,844,2115,2840
file244.TextGrid,2,0.190,370,1937,2539
file244.TextGrid,3,0.250,498,1817,2612
file244.TextGrid,,0.299,1007,1817,2803
file245.TextGrid,,0.280,529,1406,2753
file245.TextGrid,1,0.130,478,1589,2781
file245.TextGrid,2,0.190,428,1729,2799
file245.TextGrid,3,0.500,429,1932,2898
file245.TextGrid,,0.215,458,1551,2928
file246.TextGrid,,0.290,980,1928,3078
file246.TextGrid,1,0.100,954,2035,2924
file246.TextGrid,2,0.180,538,1500,2575
file246.TextGrid,3,0.470,820,1701,2952
file246.TextGrid,,0.099,487,1115,2810
file247.TextGrid,,0.260,1425,2358,4894
file247.TextGrid,1,0.210,485,2187,2912
file247.TextGrid,2,0.400,841,1692,2423
file247.TextGrid,3,0.260,595,1532,2700
file247.TextGrid,,0.265,1044,1947,3784
file248.TextGrid,,0.240,1027,2051,2992
file248.TextGrid,1,0.330,1012,2604,3264
file248.TextGrid,2,0.140,660,1805,2793
file248.TextGrid,3,0.430,491,1604,2784
file248.TextGrid,,0.255,991,2059,3043
file249.TextGrid,,0.290,962,1699,3053
file249.TextGrid,1,0.070,580,1552,2874
file249.TextGrid,2,0.200,510,1618,2725
file249.TextGrid,3,0.420,314,2031,2720
file249.TextGrid,,0.149,280,1447,2679
file25.TextGrid,,0.200,918,2183,3134
file25.TextGrid,1,0.330,592,1769,3130
file25.TextGrid,2,0.200,309,2260,2752
file25.TextGrid,3,0.210,463,2086,2682
file25.TextGrid,,0.284,875,2067,3117
file250.TextGrid,,0.220,1148,2130,3302
file250.TextGrid,1,0.200,372,2352,2880
file250.TextGrid,2,0.430,517,2089,3064
file250.TextGrid,3,0.240,576,1743,2618
file250.TextGrid,,0.305,1012,1866,2817
file251.TextGrid,,0.180,685,1612,2800
file251.TextGrid,1,0.110,467,1140,2926
file251.TextGrid,2,0.220,511,1015,3041
file251.TextGrid,3,0.390,534,1135,2876
file251.TextGrid,,0.229,423,1346,2461
file252.TextGrid,,0.280,1489,1998,5235
file252.TextGrid,1,0.280,492,2290,2867
file252.TextGrid,2,0.460,1124,1650,2909
file252.TextGrid,3,0.400,803,1420,2948
file252.TextGrid,,0.316,1020,1565,2415
file253.TextGrid,,0.280,1063,2006,3064
file253.TextGrid,1,0.220,507,2133,2864
file253.TextGrid,2,0.370,1129,2110,2968
file253.TextGrid,3,0.550,742,2040,3084
file253.TextGrid,,0.231,1128,2142,3172
file254.TextGrid,,0.360,1026,1968,3027
file254.TextGrid,1,0.080,755,1856,2899
file254.TextGrid,2,0.100,474,1382,2813
file254.TextGrid,3,0.460,346,1738,2718
file254.TextGrid,,0.129,537,1751,2875
file255.TextGrid,,0.200,1260,2510,3513
file255.TextGrid,1,0.220,1128,2344,3330
file255.TextGrid,2,0.410,799,1772,2784
file255.TextGrid,3,0.340,347,1911,3383
file255.TextGrid,,0.225,953,1777,2966
file256.TextGrid,,0.510,897,2168,3599
file256.TextGrid,1,0.150,768,1846,2801
file256.TextGrid,2,0.070,1390,2074,2584
file256.TextGrid,3,0.300,617,1749,2732
file256.TextGrid,,0.279,949,2194,3844
file257.TextGrid,,0.220,1447,2393,5111
file257.TextGrid,1,0.260,542,2225,2843
file257.TextGrid,2,0.450,571,1634,2653
file257.TextGrid,3,0.440,440,1608,2682
file257.TextGrid,,0.281,963,2030,3007
file258.TextGrid,,0.160,579,1821,2986
file258.TextGrid,1,0.260,366,2026,2922
file258.TextGrid,2,0.190,619,1815,2792
file258.TextGrid,3,0.420,581,1640,2825
file258.TextGrid,,0.285,632,1672,2756
file259.TextGrid,,0.190,1180,2263,3221
file259.TextGrid,1,0.150,947,1781,2796
file259.TextGrid,2,0.160,517,1229,2678
file259.TextGrid,3,0.470,678,1985,2855
file259.TextGrid,,0.083,409,2128,3159
file26.TextGrid,,0.240,1102,2088,3171
file26.TextGrid,1,0.230,596,2304,2945
file26.TextGrid,2,0.320,725,1818,3130
file26.TextGrid,3,0.480,834,1992,3586
file26.TextGrid,,0.210,1055,2541,3933
file260.TextGrid,,0.260,1235,2202,3744
file260.TextGrid,1,0.270,443,2280,2780
file260.TextGrid,2,0.490,428,1636,2499
file260.TextGrid,3,0.370,786,1736,2815
file260.TextGrid,,0.261,911,1846,2982
file261.TextGrid,,0.250,1446,2205,3985
file261.TextGrid,1,0.260,896,2364,3258
file261.TextGrid,2,0.310,685,1696,2801
file261.TextGrid,3,0.300,646,1448,2729
file261.TextGrid,,0.189,938,1866,3000
file262.TextGrid,,0.220,986,2084,3184
file262.TextGrid,1,0.360,582,2256,2976
file262.TextGrid,2,0.210,652,1911,2585
file262.TextGrid,3,0.470,589,1962,3004
file262.TextGrid,,0.135,1080,2501,3653
file263.TextGrid,,0.190,617,1639,2745
file263.TextGrid,1,0.240,936,2208,3100
file263.TextGrid,2,0.210,694,1616,3103
file263.TextGrid,3,0.420,605,1715,2723
file263.TextGrid,,0.162,478,1708,2899
file264.TextGrid,,0.160,958,2059,3210
file264.TextGrid,1,0.290,502,2278,2985
file264.TextGrid,2,0.280,554,1993,2680
file264.TextGrid,3,0.220,481,1894,2651
file264.TextGrid,,0.274,814,1992,3025
file265.TextGrid,,0.210,766,2034,3083
file265.TextGrid,1,0.140,705,1865,3112
file265.TextGrid,2,0.230,539,1560,2658
file265.TextGrid,3,0.170,552,2128,3071
file265.TextGrid,,0.303,900,1936,3220
file266.TextGrid,,0.030,318,1664,2986
file266.TextGrid,1,0.530,454,1735,2864
file266.TextGrid,2,0.060,430,1899,2702
file266.TextGrid,3,0.360,416,1793,2922
file266.TextGrid,,0.159,349,1720,3006
file267.TextGrid,,0.240,955,2004,3275
file267.TextGrid,1,0.210,387,1979,2825
file267.TextGrid,2,0.260,779,1480,2643
file267.TextGrid,3,0.370,469,1587,2970
file267.TextGrid,,0.229,1210,2058,4361
file268.TextGrid,,0.230,892,1868,2914
file268.TextGrid,1,0.280,520,1740,2645
file268.TextGrid,2,0.450,354,2376,2961
file268.TextGrid,3,0.270,380,1743,2622
file268.TextGrid,,0.250,939,2139,3272
file269.TextGrid,,0.230,1038,2339,3241
file269.TextGrid,1,0.240,462,1851,2736
file269.TextGrid,2,0.210,701,1922,2979
file269.TextGrid,3,0.390,502,1644,2697
file269.TextGrid,,0.239,1005,2289,3281
file27.TextGrid,,0.250,1238,2286,3320
file27.TextGrid,1,0.240,624,2138,3004
file27.TextGrid,2,0.280,909,1811,2504
file27.TextGrid,3,0.340,1451,2213,3050
file27.TextGrid,,0.285,1220,2257,4286
file270.TextGrid,,0.250,1112,2072,3504
file270.TextGrid,1,0.260,641,2214,2851
file270.TextGrid,2,0.440,643,1423,2720
file270.TextGrid,3,0.340,646,1073,2845
file270.TextGrid,,0.275,940,1955,2998
file271.TextGrid,,0.180,939,2041,2973
file271.TextGrid,1,0.230,460,2093,2888
file271.TextGrid,2,0.410,722,1866,2565
file271.TextGrid,3,0.230,576,1679,2674
file271.TextGrid,,0.259,1300,2266,4575
file272.TextGrid,,0.300,652,1503,2593
file272.TextGrid,1,0.060,473,1097,2805
file272.TextGrid,2,0.540,435,1068,2811
file272.TextGrid,3,0.100,542,1146,2909
file272.TextGrid,,0.222,575,1662,3013
file273.TextGrid,,0.290,790,1820,3141
file273.TextGrid,1,0.150,862,2010,3401
file273.TextGrid,2,0.110,1244,2369,3153
file273.TextGrid,3,0.690,442,1887,2836
file273.TextGrid,,0.075,1108,1615,2676
file274.TextGrid,,0.300,501,1683,2960
file274.TextGrid,1,0.170,384,1322,2845
file274.TextGrid,2,0.140,427,1636,2901
file274.TextGrid,3,0.530,464,1846,2728
file274.TextGrid,,0.175,424,1645,2898
file275.TextGrid,,0.140,563,1729,2712
file275.TextGrid,1,0.210,909,2287,3464
file275.TextGrid,2,0.260,373,1743,2671
file275.TextGrid,3,0.440,475,1618,2858
file275.TextGrid,,0.172,778,1782,3013
file276.TextGrid,,0.210,473,1563,2725
file276.TextGrid,1,0.210,331,1818,2814
file276.TextGrid,2,0.190,1122,2348,3463
file276.TextGrid,3,0.380,546,1981,2855
file276.TextGrid,,0.232,542,1700,2901
file277.TextGrid,,0.290,1040,2135,3158
file277.TextGrid,1,0.300,372,1630,2808
file277.TextGrid,2,0.180,669,1567,2883
file277.TextGrid,3,0.280,446,1596,2895
file277.TextGrid,,0.259,825,2098,3322
file278.TextGrid,,0.280,565,1555,2753
file278.TextGrid,1,0.240,626,1468,2461
file278.TextGrid,2,0.090,325,2220,2850
file278.TextGrid,3,0.450,538,1484,2775
file278.TextGrid,,0.162,619,1476,2737
file279.TextGrid,,0.230,615,1861,2909
file279.TextGrid,1,0.200,1210,2215,3441
file279.TextGrid,2,0.170,441,1430,2534
file279.TextGrid,3,0.500,477,2060,2725
file279.TextGrid,,0.122,458,1913,2993
file28.TextGrid,,0.280,640,1785,2879
file28.TextGrid,1,0.060,1521,2416,3742
file28.TextGrid,2,0.230,761,1638,2751
file28.TextGrid,3,0.460,594,1390,2694
file28.TextGrid,,0.192,562,1519,2798
file280.TextGrid,,0.220,424,1520,2568
file280.TextGrid,1,0.170,1106,2253,3476
file280.TextGrid,2,0.270,355,2068,2670
file280.TextGrid,3,0.370,456,1933,2669
file280.TextGrid,,0.192,449,1635,2639
file281.TextGrid,,0.160,1245,2423,3211
file281.TextGrid,1,0.340,1051,2452,3210
file281.TextGrid,2,0.210,837,2190,2880
file281.TextGrid,3,0.570,684,1512,2519
file281.TextGrid,,0.285,1117,2262,3271
file282.TextGrid,,0.220,873,2050,3185
file282.TextGrid,1,0.200,447,2155,2804
file282.TextGrid,2,0.460,665,1715,2621
file282.TextGrid,3,0.480,1061,2516,3555
file282.TextGrid,,0.035,1555,2359,3833
file283.TextGrid,,0.260,995,2136,3001
file283.TextGrid,1,0.280,451,2412,3133
file283.TextGrid,2,0.460,803,2135,2963
file283.TextGrid,3,0.300,419,1343,2790
file283.TextGrid,,0.180,846,2055,3155
file284.TextGrid,,0.290,476,1584,2875
file284.TextGrid,1,0.100,518,1474,2780
file284.TextGrid,2,0.280,644,1363,2634
file284.TextGrid,3,0.440,404,1790,2575
file284.TextGrid,,0.205,421,1509,2866
file285.TextGrid,,0.190,707,1760,2862
file285.TextGrid,1,0.150,374,1665,2728
file285.TextGrid,2,0.200,522,2170,2910
file285.TextGrid,3,0.310,507,2122,2863
file285.TextGrid,,0.372,399,1610,2753
file286.TextGrid,,0.180,879,1895,3037
file286.TextGrid,1,0.390,578,1678,2681
file286.TextGrid,2,0.230,603,2152,2935
file286.TextGrid,3,0.200,613,1478,2512
file286.TextGrid,,0.309,964,1982,3137
file287.TextGrid,,0.200,931,2100,3257
file287.TextGrid,1,0.220,1030,1692,2914
file287.TextGrid,2,0.230,480,1382,2383
file287.TextGrid,3,0.280,498,1997,2564
file287.TextGrid,,0.292,750,1892,2877
file288.TextGrid,,0.260,1113,1881,3227
file288.TextGrid,1,0.190,508,2181,2890
file288.TextGrid,2,0.450,948,1344,2985
file288.TextGrid,3,0.330,646,1296,2707
file288.TextGrid,,0.250,964,2136,3468
file289.TextGrid,,0.210,1487,2410,5366
file289.TextGrid,1,0.220,520,2184,2793
file289.TextGrid,2,0.380,942,1830,2831
file289.TextGrid,3,0.300,668,1225,2455
file289.TextGrid,,0.285,1126,1750,2750
file29.TextGrid,,0.270,849,1565,2726
file29.TextGrid,1,0.240,823,1250,2500
file29.TextGrid,2,0.080,745,1233,3290
file29.TextGrid,3,0.360,451,1675,2863
file29.TextGrid,,0.179,553,1592,2607
file290.TextGrid,,0.160,514,1692,2947
file290.TextGrid,1,0.160,1305,2353,3119
file290.TextGrid,2,0.240,480,1926,2874
file290.TextGrid,3,0.430,546,1513,2693
file290.TextGrid,,0.232,772,1441,2450
file291.TextGrid,,0.260,795,1781,3021
file291.TextGrid,1,0.140,417,1712,2817
file291.TextGrid,2,0.150,571,1553,2959
file291.TextGrid,3,0.500,327,1935,2717
file291.TextGrid,,0.079,482,1843,2853
file292.TextGrid,,0.290,819,1691,2939
file292.TextGrid,1,0.150,516,1641,3059
file292.TextGrid,2,0.220,464,1742,3091
file292.TextGrid,3,0.480,521,1968,2823
file292.TextGrid,,0.175,469,1638,2665
file293.TextGrid,,0.270,859,1795,3031
file293.TextGrid,1,0.210,372,2047,2634
file293.TextGrid,2,0.250,464,1854,2622
file293.TextGrid,3,0.560,375,2156,2637
file293.TextGrid,,0.117,549,1699,2783
file294.TextGrid,,0.260,1174,2024,3202
file294.TextGrid,1,0.160,581,1690,2979
file294.TextGrid,2,0.290,556,1036,2578
file294.TextGrid,3,0.210,457,1594,2656
file294.TextGrid,,0.395,480,1665,3004
file295.TextGrid,,0.250,1277,2271,3415
file295.TextGrid,1,0.350,417,2101,2724
file295.TextGrid,2,0.170,553,1595,2805
file295.TextGrid,3,0.430,794,1703,2877
file295.TextGrid,,0.280,967,2056,3131
file296.TextGrid,,0.100,986,2133,3084
file296.TextGrid,1,0.300,365,1072,2678
file296.TextGrid,2,0.320,429,1666,2986
file296.TextGrid,3,0.290,495,1777,2675
file296.TextGrid,,0.214,1046,2089,3108
file297.TextGrid,,0.210,560,1672,2756
file297.TextGrid,1,0.180,388,1481,2690
file297.TextGrid,2,0.080,471,1410,2643
file297.TextGrid,3,0.360,431,1952,2698
file297.TextGrid,,0.206,490,1686,2634
file298.TextGrid,,0.280,1033,2128,3199
file298.TextGrid,1,0.210,560,2196,2890
file298.TextGrid,2,0.310,583,1630,3053
file298.TextGrid,3,0.450,561,1745,3292
file298.TextGrid,,0.230,904,2036,3071
file299.TextGrid,,0.230,668,1753,2918
file299.TextGrid,1,0.090,756,1865,3060
file299.TextGrid,2,0.120,451,1546,2445
file299.TextGrid,3,0.480,438,1937,2589
file299.TextGrid,,0.116,445,1514,2532
file3.TextGrid,,0.280,1030,2000,3272
file3.TextGrid,1,0.240,570,2252,2970
file3.TextGrid,2,0.440,715,1725,2749
file3.TextGrid,3,0.280,573,1410,2741
file3.TextGrid,,0.240,1150,1977,3324
file30.TextGrid,,0.230,1486,2395,5366
file30.TextGrid,1,0.250,795,2302,3023
file30.TextGrid,2,0.330,681,1874,2848
file30.TextGrid,3,0.440,873,1960,2855
file30.TextGrid,,0.315,1173,2090,3002
file300.TextGrid,,0.240,1423,2363,4962
file300.TextGrid,1,0.290,354,2172,2780
file300.TextGrid,2,0.140,717,1718,2799
file300.TextGrid,3,0.450,510,1487,2663
file300.TextGrid,,0.275,978,1989,3068
file301.TextGrid,,0.180,514,1491,2582
file301.TextGrid,1,0.150,969,1660,2649
file301.TextGrid,2,0.160,853,2105,3082
file301.TextGrid,3,0.360,514,1058,2849
file301.TextGrid,,0.186,618,1409,2510
file302.TextGrid,,0.320,354,1461,2907
file302.TextGrid,1,0.240,866,2108,3465
file302.TextGrid,2,0.210,492,1106,2852
file302.TextGrid,3,0.450,382,1892,2714
file302.TextGrid,,0.187,549,1647,2836
file303.TextGrid,,0.240,1096,2006,3202
file303.TextGrid,1,0.260,747,1670,2774
file303.TextGrid,2,0.230,907,2082,3130
file303.TextGrid,3,0.520,336,2011,2878
file303.TextGrid,,0.145,325,1845,2998
file304.TextGrid,,0.130,401,1578,2908
file304.TextGrid,1,0.150,942,1720,3334
file304.TextGrid,2,0.140,688,1117,2999
file304.TextGrid,3,0.360,610,1108,2624
file304.TextGrid,,0.256,577,1293,2892
file305.TextGrid,,0.180,1453,2418,5314
file305.TextGrid,1,0.270,751,2211,3060
file305.TextGrid,2,0.310,741,1618,2779
file305.TextGrid,3,0.440,453,1497,2937
file305.TextGrid,,0.195,971,2092,3152
file306.TextGrid,,0.280,513,1490,2928
file306.TextGrid,1,0.230,402,1283,2726
file306.TextGrid,2,0.080,416,1483,2709
file306.TextGrid,3,0.520,650,1281,2554
file306.TextGrid,,0.205,599,1557,2752
file307.TextGrid,,0.250,547,1642,2743
file307.TextGrid,1,0.210,522,1794,2681
file307.TextGrid,2,0.090,389,1786,2460
file307.TextGrid,3,0.440,397,1765,2693
file307.TextGrid,,0.232,483,1687,2733
file308.TextGrid,,0.200,630,1575,2483
file308.TextGrid,1,0.060,820,1787,2716
file308.TextGrid,2,0.260,886,1714,2898
file308.TextGrid,3,0.300,539,1363,2873
file308.TextGrid,,0.216,825,1721,2852
file309.TextGrid,,0.250,790,1860,3066
file309.TextGrid,1,0.060,768,2167,3412
file309.TextGrid,2,0.230,644,1407,3064
file309.TextGrid,3,0.470,1044,1766,3104
file309.TextGrid,,0.305,1220,2132,3115
file31.TextGrid,,0.230,1309,2602,3733
file31.TextGrid,1,0.100,566,2196,2811
file31.TextGrid,2,0.140,336,2257,2895
file31.TextGrid,3,0.480,616,2076,2873
file31.TextGrid,,0.103,582,1781,2942
file310.TextGrid,,0.200,940,2219,3135
file310.TextGrid,1,0.180,734,1600,3021
file310.TextGrid,2,0.170,443,1157,2785
file310.TextGrid,3,0.420,453,2249,3070
file310.TextGrid,,0.083,1499,2257,3335
file311.TextGrid,,0.510,726,1771,2953
file311.TextGrid,1,0.110,396,1545,2761
file311.TextGrid,2,0.150,567,1615,2771
file311.TextGrid,3,0.450,589,1946,3174
file311.TextGrid,,0.280,650,1585,2890
file312.TextGrid,,0.210,748,2010,3062
file312.TextGrid,1,0.120,541,1710,2916
file312.TextGrid,2,0.140,708,1559,2901
file312.TextGrid,3,0.340,531,1357,2869
file312.TextGrid,,0.412,733,1657,3025
file313.TextGrid,,0.080,776,1737,2827
file313.TextGrid,1,0.660,504,1154,2880
file313.TextGrid,2,0.050,530,1389,2725
file313.TextGrid,3,0.060,524,1399,2444
file313.TextGrid,,0.186,716,1743,2545
file314.TextGrid,,0.260,947,2166,3129
file314.TextGrid,1,0.150,530,2025,2994
file314.TextGrid,2,0.040,569,1810,3008
file314.TextGrid,3,0.490,918,1749,2909
file314.TextGrid,,0.199,621,1762,3009
file315.TextGrid,,0.290,1175,2125,2944
file315.TextGrid,1,0.180,669,2199,2909
file315.TextGrid,2,0.330,779,1644,2620
file315.TextGrid,3,0.420,1021,2118,2952
file315.TextGrid,,0.260,1066,2043,2977
file316.TextGrid,,0.270,789,2085,3091
file316.TextGrid,1,0.090,642,1744,2927
file316.TextGrid,2,0.140,754,1786,3118
file316.TextGrid,3,0.540,678,1585,2955
file316.TextGrid,,0.182,355,1327,2731
file317.TextGrid,,0.260,714,2081,3050
file317.TextGrid,1,0.390,1095,1742,2915
file317.TextGrid,2,0.100,525,1015,2305
file317.TextGrid,3,0.270,449,1111,2711
file317.TextGrid,,0.295,1021,2168,3391
file318.TextGrid,,0.250,667,1842,2961
file318.TextGrid,1,0.140,511,1467,3007
file318.TextGrid,2,0.200,789,1649,2873
file318.TextGrid,3,0.360,549,966,2928
file318.TextGrid,,0.272,658,1860,2960
file319.TextGrid,,0.210,1101,2180,3341
file319.TextGrid,1,0.200,877,1996,3069
