,text,ipa,syllables,stress,audio_files,audio_urls
407,أمن,ˈʔam.man,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أمَّن.wav,https://upload.wikimedia.org/wikipedia/commons/a/a8/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%85%D9%8E%D9%91%D9%86.wav
566,توستر,ˈtoːs.tɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-توستر.wav,https://upload.wikimedia.org/wikipedia/commons/4/48/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%88%D8%B3%D8%AA%D8%B1.wav
715,دخن,ˈdax.xan,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-دَخَّن.wav,https://upload.wikimedia.org/wikipedia/commons/1/13/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AF%D9%8E%D8%AE%D9%8E%D9%91%D9%86.wav
446,بارك,ˈbæː.rak,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بارَك.wav,https://upload.wikimedia.org/wikipedia/commons/5/5f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D8%A7%D8%B1%D9%8E%D9%83.wav
1156,قاعد,ˈʔæː.ʕɪd,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قاعد.wav,https://upload.wikimedia.org/wikipedia/commons/1/12/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%B9%D8%AF.wav
48,انحل,ɪnˈħal,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انحَلّ.wav,https://upload.wikimedia.org/wikipedia/commons/6/67/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D8%AD%D9%8E%D9%84%D9%91.wav
555,تسع,ˈtʊ.s(ʊ)ʕ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تُسع.wav,https://upload.wikimedia.org/wikipedia/commons/d/d8/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D9%8F%D8%B3%D8%B9.wav
679,خدع,ˈxa.daʕ,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-خَدَع.wav,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AE%D9%8E%D8%AF%D9%8E%D8%B9.wav
1017,عشا,ˈʕa.ʃa,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-عشا.wav,https://upload.wikimedia.org/wikipedia/commons/5/56/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%B9%D8%B4%D8%A7.wav
210,غريب,ɣaˈriːb,2,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-غريب.wav,https://upload.wikimedia.org/wikipedia/commons/f/f2/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%BA%D8%B1%D9%8A%D8%A8.wav
406,أمم,ˈʔam.mam,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أمَّم.wav,https://upload.wikimedia.org/wikipedia/commons/3/31/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%85%D9%8E%D9%91%D9%85.wav
1191,قهوة,ˈʔah.we,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-قهوة.wav,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D9%82%D9%87%D9%88%D8%A9.wav
1204,كتف,ˈkɪ.t(ɪ)f,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-كتف.wav,https://upload.wikimedia.org/wikipedia/commons/b/b0/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%83%D8%AA%D9%81.wav
1334,مكتب,ˈmak.tab,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مكتب.wav,https://upload.wikimedia.org/wikipedia/commons/2/22/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D9%83%D8%AA%D8%A8.wav
54,انقال,ɪnˈʔæːl,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انقال.wav,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D9%82%D8%A7%D9%84.wav
383,أضفر,ˈʔʊdˤ.fɑrˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-اُضفَر.wav,https://upload.wikimedia.org/wikipedia/commons/d/df/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%8F%D8%B6%D9%81%D9%8E%D8%B1.wav
976,طفى,ˈtˤɑ.fɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-طَفى.wav,https://upload.wikimedia.org/wikipedia/commons/3/32/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B7%D9%8E%D9%81%D9%89.wav
675,خبط,ˈxɑ.bɑtˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-خَبَط.wav,https://upload.wikimedia.org/wikipedia/commons/5/53/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AE%D9%8E%D8%A8%D9%8E%D8%B7.wav
1194,كافي,ˈkæ.fi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-كافي.wav,https://upload.wikimedia.org/wikipedia/commons/e/e5/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%83%D8%A7%D9%81%D9%8A.wav
81,بيتلحم,beːtˈlaħm,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-بيت لحم.wav,https://upload.wikimedia.org/wikipedia/commons/4/44/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8A%D8%AA_%D9%84%D8%AD%D9%85.wav
232,قصير,ʔɑˈsˤiːr,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-قصير.wav,https://upload.wikimedia.org/wikipedia/commons/c/ca/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%82%D8%B5%D9%8A%D8%B1.wav
1138,فكرة,ˈfɪk.rˤɑ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فكرة.wav,https://upload.wikimedia.org/wikipedia/commons/d/dc/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D9%83%D8%B1%D8%A9.wav
1326,مغيم,ˈmɣaj.jɪm,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مغيّم.wav,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%BA%D9%8A%D9%91%D9%85.wav
772,رشح,ˈra.ʃaħ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-رشح.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B1%D8%B4%D8%AD.wav
845,سكملة,ˈskam.le,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-سكملة.wav,https://upload.wikimedia.org/wikipedia/commons/2/28/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B3%D9%83%D9%85%D9%84%D8%A9.wav
195,عريس,ʕaˈriːs,2,2,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-عَريس.wav,https://upload.wikimedia.org/wikipedia/commons/0/09/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%B9%D9%8E%D8%B1%D9%8A%D8%B3.wav
837,سرق,ˈsa.raʔ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-سَرَق.wav,https://upload.wikimedia.org/wikipedia/commons/d/d7/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B3%D9%8E%D8%B1%D9%8E%D9%82.wav
279,مشغول,maʃˈɣuːl,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مشغول.wav,https://upload.wikimedia.org/wikipedia/commons/a/a9/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B4%D8%BA%D9%88%D9%84.wav
622,حجز,ˈħa.ʒaz,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-حَجَز.wav,https://upload.wikimedia.org/wikipedia/commons/e/e8/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AD%D9%8E%D8%AC%D9%8E%D8%B2.wav
53,انفك,ɪnˈfak,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-انفَكّ.wav,https://upload.wikimedia.org/wikipedia/commons/3/38/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%86%D9%81%D9%8E%D9%83%D9%91.wav
436,اللي,ˈ(ɪ)l.li,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-اللي.wav,https://upload.wikimedia.org/wikipedia/commons/0/04/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A7%D9%84%D9%84%D9%8A.wav
276,مسموح,masˈmuːħ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مسموح.wav,https://upload.wikimedia.org/wikipedia/commons/f/ff/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D8%B3%D9%85%D9%88%D8%AD.wav
1211,كسب,ˈki.sɪb,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-كِسِب.wav,https://upload.wikimedia.org/wikipedia/commons/3/3c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%83%D9%90%D8%B3%D9%90%D8%A8.wav
677,خجل,ˈxɪ.ʒɪl,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-خجل.wav,https://upload.wikimedia.org/wikipedia/commons/c/c3/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AE%D8%AC%D9%84.wav
1234,لاحق,ˈlæː.ħaʔ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-لاحَق.wav,https://upload.wikimedia.org/wikipedia/commons/7/77/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%84%D8%A7%D8%AD%D9%8E%D9%82.wav
100,جميل,ʒaˈmiːl,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-جميل.wav,https://upload.wikimedia.org/wikipedia/commons/0/09/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AC%D9%85%D9%8A%D9%84.wav
1117,فرن,ˈfʊ.r(o)n,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فرن.wav,https://upload.wikimedia.org/wikipedia/commons/f/fa/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D9%86.wav
313,نعسان,naʕˈsæːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-نَعسان.wav,https://upload.wikimedia.org/wikipedia/commons/2/2f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%86%D9%8E%D8%B9%D8%B3%D8%A7%D9%86.wav
957,ضوى,ˈdˤɑ.wɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-ضَوى.wav,https://upload.wikimedia.org/wikipedia/commons/1/10/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B6%D9%8E%D9%88%D9%89.wav
4,أسبوع,ʔʊsˈbuːʕ,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-آخر الأسبوع.wav,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A2%D8%AE%D8%B1_%D8%A7%D9%84%D8%A3%D8%B3%D8%A8%D9%88%D8%B9.wav
539,بني,ˈbɪn.ni,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بني.wav,https://upload.wikimedia.org/wikipedia/commons/5/58/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D9%8A.wav
1151,قابل,ˈʔæː.bɪl,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قابل.wav,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D8%A7%D8%A8%D9%84.wav
550,تاني,ˈtæː.ni,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-تاني.wav,https://upload.wikimedia.org/wikipedia/commons/b/bd/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AA%D8%A7%D9%86%D9%8A.wav
219,فريق,faˈriːq,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فريق.wav,https://upload.wikimedia.org/wikipedia/commons/b/b9/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B1%D9%8A%D9%82.wav
1417,واجه,ˈwæː.ʒah,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-واجَه.wav,https://upload.wikimedia.org/wikipedia/commons/0/04/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%88%D8%A7%D8%AC%D9%8E%D9%87.wav
808,زوجة,ˈzoː.ʒe,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-زوجة.wav,https://upload.wikimedia.org/wikipedia/commons/c/c5/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B2%D9%88%D8%AC%D8%A9.wav
1459,يعني,ˈjaʕ.ni,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-يعني.wav,https://upload.wikimedia.org/wikipedia/commons/4/4b/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%8A%D8%B9%D9%86%D9%8A.wav
540,بهدل,ˈbah.dal,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَهدَل.wav,https://upload.wikimedia.org/wikipedia/commons/4/4b/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D9%87%D8%AF%D9%8E%D9%84.wav
774,رشح,ˈra.ʃ(ɪ)ħ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-رشح.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B1%D8%B4%D8%AD.wav
915,شهى,ˈʃah.ha,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-شَهّى.wav,https://upload.wikimedia.org/wikipedia/commons/f/f8/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B4%D9%8E%D9%87%D9%91%D9%89.wav
498,بعتزل,ˈbɪʕt.zɪl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بعتزل.wav,https://upload.wikimedia.org/wikipedia/commons/4/42/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D8%B9%D8%AA%D8%B2%D9%84.wav
853,سما,ˈsa.ma,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-سما.wav,https://upload.wikimedia.org/wikipedia/commons/e/e9/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B3%D9%85%D8%A7.wav
1424,وثق,ˈwa.θaq,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-وَثَق.wav,https://upload.wikimedia.org/wikipedia/commons/3/3c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%88%D9%8E%D8%AB%D9%8E%D9%82.wav
662,حيفا,ˈħeː.fa,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-حيفا.wav,https://upload.wikimedia.org/wikipedia/commons/9/9a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AD%D9%8A%D9%81%D8%A7.wav
1408,هلا,ˈhal.laʔ,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-هلا.wav,https://upload.wikimedia.org/wikipedia/commons/d/d4/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%87%D9%84%D8%A7.wav
1302,مسلم,ˈmus.lɪm,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-مُسلِم.wav,https://upload.wikimedia.org/wikipedia/commons/1/13/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%85%D9%8F%D8%B3%D9%84%D9%90%D9%85.wav
832,سحب,ˈsa.ħab,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-سَحَب.wav,https://upload.wikimedia.org/wikipedia/commons/e/e0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B3%D9%8E%D8%AD%D9%8E%D8%A8.wav
752,راتب,ˈræː.tɪb,2,1,LL-Q55633582 (ajp)-AmmanM (AdrianAbdulBaha)-راتب.wav,https://upload.wikimedia.org/wikipedia/commons/c/cf/LL-Q55633582_%28ajp%29-AmmanM_%28AdrianAbdulBaha%29-%D8%B1%D8%A7%D8%AA%D8%A8.wav
480,بسط,ˈbɑs.sɑtˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَسَّط.wav,https://upload.wikimedia.org/wikipedia/commons/2/28/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%B3%D9%8E%D9%91%D8%B7.wav
1120,فصل,ˈfɑ.sˤɑl,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-فصل.wav,https://upload.wikimedia.org/wikipedia/commons/5/54/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%81%D8%B5%D9%84.wav
1165,قرر,ˈʔɑrˤ.rˤɑrˤ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-قَرَّر.wav,https://upload.wikimedia.org/wikipedia/commons/f/f0/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%82%D9%8E%D8%B1%D9%8E%D9%91%D8%B1.wav
1354,نادر,ˈnæː.dɪr,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-نادر.wav,https://upload.wikimedia.org/wikipedia/commons/9/90/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%86%D8%A7%D8%AF%D8%B1.wav
21,إسلام,ʔisˈlæːm,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-إسلام.wav,https://upload.wikimedia.org/wikipedia/commons/a/a5/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A5%D8%B3%D9%84%D8%A7%D9%85.wav
953,ضرب,ˈdˤɑ.rˤɑb,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-ضَرب.wav,https://upload.wikimedia.org/wikipedia/commons/5/5f/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B6%D9%8E%D8%B1%D8%A8.wav
903,شكل,ˈʃak.kal,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-شكل.wav,https://upload.wikimedia.org/wikipedia/commons/c/c6/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B4%D9%83%D9%84.wav
431,احنا,ˈʔɪħ.na,2,1,LL-Q55633582 (ajp)-MahmoudM (AdrianAbdulBaha)-احنا.wav,https://upload.wikimedia.org/wikipedia/commons/7/7b/LL-Q55633582_%28ajp%29-MahmoudM_%28AdrianAbdulBaha%29-%D8%A7%D8%AD%D9%86%D8%A7.wav
596,جند,ˈʒan.nad,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-جَنَّد.wav,https://upload.wikimedia.org/wikipedia/commons/5/56/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AC%D9%8E%D9%86%D9%8E%D9%91%D8%AF.wav
469,بذر,ˈbi.z(ɪ)r,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بِذر.wav,https://upload.wikimedia.org/wikipedia/commons/8/81/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%90%D8%B0%D8%B1.wav
136,دفيان,dafˈjæːn,2,2,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-دفيان.wav,https://upload.wikimedia.org/wikipedia/commons/e/ec/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%AF%D9%81%D9%8A%D8%A7%D9%86.wav
416,أوضة,ˈʔoː.dˤɑ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-اُوضة.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D9%8F%D9%88%D8%B6%D8%A9.wav
105,جوعان,ʒuˈʕæːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-جوعان.wav,https://upload.wikimedia.org/wikipedia/commons/9/9e/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AC%D9%88%D8%B9%D8%A7%D9%86.wav
773,رشح,ˈraʃ.ʃaħ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-رشح.wav,https://upload.wikimedia.org/wikipedia/commons/5/50/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B1%D8%B4%D8%AD.wav
728,دفش,ˈda.faʃ,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-دَفَش.wav,https://upload.wikimedia.org/wikipedia/commons/a/a2/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AF%D9%8E%D9%81%D9%8E%D8%B4.wav
1335,مكورن,ˈmkoː.rin,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-مكورن.wav,https://upload.wikimedia.org/wikipedia/commons/b/b5/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D9%85%D9%83%D9%88%D8%B1%D9%86.wav
1058,عيان,ˈʕaj.jæːn,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-عيّان.wav,https://upload.wikimedia.org/wikipedia/commons/6/61/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B9%D9%8A%D9%91%D8%A7%D9%86.wav
1450,وقح,ˈwɪ.ʔɪħ,2,1,LL-Q55633582 (ajp)-Mohammad-LPA-وقح.wav,https://upload.wikimedia.org/wikipedia/commons/7/74/LL-Q55633582_%28ajp%29-Mohammad-LPA-%D9%88%D9%82%D8%AD.wav
536,بنتمي,ˈbɪnt.mi,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-بنتمي.wav,https://upload.wikimedia.org/wikipedia/commons/3/3a/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%A8%D9%86%D8%AA%D9%85%D9%8A.wav
302,مهرجان,mahraˈʒæːn,2,2,LL-Q55633582 (ajp)-Khalil.rantissi-مَهرَجان.wav,https://upload.wikimedia.org/wikipedia/commons/3/37/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%85%D9%8E%D9%87%D8%B1%D9%8E%D8%AC%D8%A7%D9%86.wav
9,أصر,ʔɑˈsˤɑr,2,2,LL-Q55633582 (ajp)-AdrianAbdulBaha-أصَرّ.wav,https://upload.wikimedia.org/wikipedia/commons/7/72/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%A3%D8%B5%D9%8E%D8%B1%D9%91.wav
1158,قبرص,ˈqʊb.rʊsˤ,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-قبرص.wav,https://upload.wikimedia.org/wikipedia/commons/8/8a/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D9%82%D8%A8%D8%B1%D8%B5.wav
852,سلى,ˈsal.la,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-سَلّى.wav,https://upload.wikimedia.org/wikipedia/commons/5/53/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B3%D9%8E%D9%84%D9%91%D9%89.wav
822,سباتي,ˈsbæː.ti,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-سباتي.wav,https://upload.wikimedia.org/wikipedia/commons/4/48/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B3%D8%A8%D8%A7%D8%AA%D9%8A.wav
1036,عكر,ˈʕa.kar,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-عَكَر.wav,https://upload.wikimedia.org/wikipedia/commons/b/ba/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B9%D9%8E%D9%83%D9%8E%D8%B1.wav
451,بتر,ˈba.tar,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بَتَر.wav,https://upload.wikimedia.org/wikipedia/commons/9/9c/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8E%D8%AA%D9%8E%D8%B1.wav
399,أكرم,ˈʔak.ram,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-أكرَم.wav,https://upload.wikimedia.org/wikipedia/commons/8/88/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A3%D9%83%D8%B1%D9%8E%D9%85.wav
789,روح,ˈraw.wɑħ,2,1,LL-Q55633582 (ajp)-Muhammad (AdrianAbdulBaha)-روح.wav,https://upload.wikimedia.org/wikipedia/commons/f/ff/LL-Q55633582_%28ajp%29-Muhammad_%28AdrianAbdulBaha%29-%D8%B1%D9%88%D8%AD.wav
585,جزر,ˈʒa.zɑrˤ,2,1,LL-Q55633582 (ajp)-IbrahimZ (AdrianAbdulBaha)-جزر.wav,https://upload.wikimedia.org/wikipedia/commons/8/84/LL-Q55633582_%28ajp%29-IbrahimZ_%28AdrianAbdulBaha%29-%D8%AC%D8%B2%D8%B1.wav
863,سوقي,ˈsuː.ʔi,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-سوقي.wav,https://upload.wikimedia.org/wikipedia/commons/2/2a/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%B3%D9%88%D9%82%D9%8A.wav
430,ابن,ˈʔi.b(ɪ)n,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-ابن.wav,https://upload.wikimedia.org/wikipedia/commons/b/bf/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A7%D8%A8%D9%86.wav
552,ترجم,ˈtar.ʒam,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-تَرجَم.wav,https://upload.wikimedia.org/wikipedia/commons/b/bc/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%AA%D9%8E%D8%B1%D8%AC%D9%8E%D9%85.wav
1141,فلسف,ˈfal.saf,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-فَلسَف.wav,https://upload.wikimedia.org/wikipedia/commons/b/bf/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D9%81%D9%8E%D9%84%D8%B3%D9%8E%D9%81.wav
450,ببو,ˈbub.bu,2,1,LL-Q55633582 (ajp)-Khalil.rantissi-بُبّو.wav,https://upload.wikimedia.org/wikipedia/commons/5/57/LL-Q55633582_%28ajp%29-Khalil.rantissi-%D8%A8%D9%8F%D8%A8%D9%91%D9%88.wav
604,جيبة,ˈʒeː.be,2,1,LL-Q55633582 (ajp)-AdrianAbdulBaha-جيبة.wav,https://upload.wikimedia.org/wikipedia/commons/8/83/LL-Q55633582_%28ajp%29-AdrianAbdulBaha-%D8%AC%D9%8A%D8%A8%D8%A9.wav
